Constitutive B-O B-NP_NP_NP_NP_JJ
fibroblasts B-O B-NP_NNS
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
  
These B-O B-S_NP_DT
results B-O B-NNS
" " B-O O-NP
define B-O B-VP_VP_VBP
distinct B-O B-NP_NP_JJ
roles B-O B-NNS
" " B-O O-NP
for B-O B-PP_IN
the B-O B-NP_NP_DT
two B-O B-CD
forms B-O B-NNS
" " B-O O-NP
of B-O B-PP_IN
I B-O B-NP_NN
kappa B-O B-NN
B B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-VP
and B-O B-CC
demonstrate B-O B-VP_VBP
the B-O B-NP_NP_DT
necessity B-O B-NN
" " B-O O-NP
for B-O B-PP_IN
stringent B-O B-NP_NP_JJ
control B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
NF-kappa B-O B-NP_NN
B B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-VP
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
Vitamin B-O B-S_S_NP_NP_NN
E B-O B-NN
therapy B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
acute B-O B-NP_JJ
CCl4-induced B-O B-JJ
hepatic B-O B-JJ
injury B-O B-NN
" " B-O O-NP
" " B-O O-PP
in B-O B-PP_IN
mice B-O B-NP_NNS
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
is B-O B-VP_VBZ
associated B-O B-VP_VBN
with B-O B-NP_PP_IN
inhibition B-O B-NP_NP_NN
" " B-O O-NP
of B-O B-PP_IN
nuclear B-O B-NP_NP_JJ
factor B-O B-NN
kappa B-O B-NN
B B-O B-NN
" " B-O O-NP
binding B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
" " B-O O-S
  
Oxidative B-O B-S_S_NP_NP_JJ
stress B-O B-NN
" " B-O O-NP
, B-O B-COMMA
with B-O B-PP_IN
reactive B-O B-NP_JJ
oxygen B-O B-NN
intermediate B-O B-NN
formation B-O B-NN
" " B-O O-NP
" " B-O O-PP
, B-O B-COMMA
" " B-O O-NP
may B-O B-VP_MD
represent B-O B-VP_VB
a B-O B-NP_NP_DT
common B-O B-JJ
mechanism B-O B-NN
" " B-O O-NP
by B-O B-SBAR_WHPP_IN
which B-O B-WHNP_WDT
" " B-O O-WHNP
" " B-O O-WHPP
liver B-O B-S_NP_NN
injury B-O B-NN
" " B-O O-NP
is B-O B-VP_VBZ
induced B-O B-VP_VBN
" " B-O B-NP_PP_PP_O-VP
" " B-O O-VP
" " B-O O-S
" " B-O O-SBAR
" " B-O O-NP
" " B-O O-VP
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
" " B-O O-S
  
Oxidative B-O B-S_S_NP_JJ
stress B-O B-NN
" " B-O O-NP
enhances B-O B-VP_VBZ
nuclear B-O B-NP_NP_NP_JJ
factor B-O B-NN
kappa B-O B-NN
B B-O B-NN
" " B-O O-NP
( B-O B-PRN_LRB
NF-kappa B-O B-NP_NN
B B-O B-NN
" " B-O O-NP
) B-O B-RRB
" " B-O O-PRN
" " B-O O-NP
activity B-O B-NN
" " B-O O-NP
" " B-O O-VP
" " B-O O-S
, B-O B-COMMA
and B-O B-CC
NF-kappa B-O B-S_NP_NP_NN
B B-O B-NN
" " B-O O-NP
activity B-O B-NN
" " B-O O-NP
has B-O B-VP_VBZ
been B-O B-VP_VBN
shown B-O B-VP_VBN
to B-O B-S_NP_VP_TO
enhance B-O B-VP_VB
" " B-O B-NP_NP_PP_O-VP
" " B-O O-VP
" " B-O O-S
" " B-O O-VP
" " B-O O-VP
" " B-O O-VP
" " B-O O-S
. B-O B-PERIOD
" " B-O O-S
  
Acute B-O B-S_NP_NP_JJ
hepatic B-O B-JJ
injury B-O B-NN
" " B-O O-NP
caused B-O B-VP_VBN
by B-O B-NP_PP_IN
reactive B-O B-NP_JJ
oxygen B-O B-NN
intermediate B-O B-NN
production B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-NP
was B-O B-VP_VBD
induced B-O B-VP_VBN
by B-O B-NP_PP_IN
an B-O B-NP_NP_DT
intraperitoneal B-O B-JJ
injection B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
CCl4 B-O B-NP_NN
" " B-O O-NP
" " B-O O-PP
in B-O B-PP_IN
mice B-O B-NP_NNS
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
  
This B-O B-S_NP_DT
injury B-O B-NN
" " B-O O-NP
was B-O B-VP_VBD
significantly B-O B-ADVP_RB
" " B-O O-ADVP
inhibited B-O B-VP_VBN
by B-O B-NP_PP_IN
intravenous B-O B-NP_NP_JJ
pretreatment B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
the B-O B-NP_DT
mice B-O B-NNS
" " B-O O-NP
" " B-O O-PP
with B-O B-PP_IN
a B-O B-NP_NP_DT
water-soluble B-O B-JJ
emulsion B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
alpha-tocopherol B-O B-NP_NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
  
Alpha-tocopherol B-O B-S_NP_NP_NN
treatment B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
the B-O B-NP_NP_DT
mice B-O B-NNS
" " B-O O-NP
given B-O B-VP_VBN
the B-O B-NP_NP_DT
CCl4 B-O B-NN
" " B-O O-NP
" " B-O O-VP
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
also B-O B-ADVP_RB
" " B-O O-ADVP
reduced B-O B-VP_VBD
the B-O B-NP_DT
NF-kappa B-O B-NP_NN
B B-O B-NN
" " B-O O-NP
binding B-O B-NN
" " B-O O-NP
to B-O B-PP_TO
levels B-O B-NP_NP_NNS
" " B-O O-NP
approaching B-O B-VP_VBG
those B-O B-NP_NP_DT
" " B-O O-NP
found B-O B-VP_VBN
in B-O B-NP_PP_IN
normal B-O B-NP_JJ
mice B-O B-NNS
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-NP
" " B-O O-VP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
  
In B-O B-S_NP_NP_ADJP_FW
vitro B-O B-FW
" " B-O O-ADJP
treatment B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
a B-O B-NP_DT
monocyte/macrophage B-O B-NN
cell B-O B-NN
line B-O B-NN
" " B-O O-NP
" " B-O O-PP
with B-O B-PP_IN
CCl4 B-O B-NP_NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
led B-O B-VP_VBD
to B-O B-PP_TO
enhanced B-O B-NP_NP_VBN
NF-kappa B-O B-NP_NN
B B-O B-NN
" " B-O O-NP
binding B-O B-NN
" " B-O O-NP
and B-O B-CC
an B-O B-NP_NP_DT
increase B-O B-NN
" " B-O O-NP
in B-O B-PP_IN
tumor B-O B-NP_NP_NN
necrosis B-O B-NN
factor-alpha B-O B-NN
( B-O B-LRB
TNF-alpha B-O B-NN
) B-O B-RRB
messenger B-O B-NN
RNA B-O B-NN
" " B-O O-NP
levels B-O B-NNS
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
  
Liver B-O B-S_NP_NP_NN
specimens B-O B-NNS
" " B-O O-NP
taken B-O B-VP_VBN
from B-O B-NP_PP_IN
patients B-O B-NP_NP_NNS
" " B-O O-NP
with B-O B-PP_IN
acute B-O B-NP_ADJP_JJ
fulminant B-O B-JJ
" " B-O O-ADJP
hepatitis B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-NP
had B-O B-VP_VBD
markedly B-O B-ADVP_RB
" " B-O O-ADVP
increased B-O B-VP_VBN
NF-kappa B-O B-NP_NP_NN
B B-O B-NN
" " B-O O-NP
binding B-O B-NN
activity B-O B-NN
" " B-O O-NP
in B-O B-PP_IN
comparison B-O B-NP_NP_NN
" " B-O O-NP
with B-O B-PP_IN
the B-O B-NP_NP_DT
binding B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
normal B-O B-NP_JJ
livers B-O B-NNS
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
  
These B-O B-S_NP_DT
data B-O B-NNS
" " B-O O-NP
demonstrate B-O B-VP_VBP
that B-O B-SBAR_IN
abolishing B-O B-S_S_NP_VP_VBG
acute B-O B-NP_JJ
hepatic B-O B-JJ
injury B-O B-NN
" " B-O O-NP
with B-O B-PP_IN
alpha-tocopherol B-O B-NP_NP_NN
" " B-O O-NP
, B-O B-COMMA
a B-O B-NP_DT
free B-O B-JJ
radical B-O B-NN
scavenger B-O B-NN
" " B-O O-NP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
, B-O B-COMMA
" " B-O O-S
also B-O B-ADVP_RB
" " B-O O-ADVP
eliminated B-O B-VP_VBD
increased B-O B-NP_VBN
NF-kappa B-O B-NP_NN
B B-O B-NN
" " B-O O-NP
binding B-O B-NN
" " B-O O-NP
" " B-O O-VP
" " B-O O-S
" " B-O O-SBAR
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
  
It B-O B-S_NP_NP_PRP
" " B-O O-NP
" " B-O B-S_O-NP
is B-O B-VP_VBZ
tempting B-O B-ADJP_JJ
" " B-O O-ADJP
to B-O B-S_NP_VP_TO
speculate B-O B-VP_VB
that B-O B-SBAR_IN
enhanced B-O B-S_NP_NP_VBN
expression B-O B-NP_NN
" " B-O O-NP
caused B-O B-VP_VBN
" " B-O B-NP_PP_O-NP
may B-O B-VP_MD
modulate B-O B-VP_VB
, B-O B-NP_COMMA
" " B-O B-PP_O-VP
" " B-O O-S
" " B-O O-SBAR
" " B-O O-VP
" " B-O O-VP
" " B-O O-S
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
Attenuation B-O B-NP_NP_NP_NP_NN
" " B-O O-NP
of B-O B-PP_IN
gamma B-O B-NP_NN
interferon-induced B-O B-JJ
tyrosine B-O B-NN
phosphorylation B-O B-NN
" " B-O O-NP
" " B-O O-PP
in B-O B-PP_IN
mononuclear B-O B-NP_NP_JJ
phagocytes B-O B-NNS
" " B-O O-NP
infected B-O B-VP_VBN
with B-O B-NP_PP_IN
Leishmania B-O B-NP_FW
donovani B-O B-FW
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-NP
" " B-O O-PP
: B-O B-COLON
" " B-O O-NP
selective B-O B-NP_NP_JJ
inhibition B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
signaling B-O B-NP_NP_NN
" " B-O O-NP
through B-O B-PP_IN
Janus B-O B-NP_NP_NN
kinases B-O B-NNS
" " B-O O-NP
and B-O B-CC
Stat1 B-O B-NP_NN
" " B-O O-NP
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
. B-O B-PERIOD
" " B-O O-NP
" " B-O O-NP
  
The B-O B-S_S_S_NP_NP_NP_DT
induction B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
gene B-O B-NP_NN
transcription B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
in B-O B-PP_IN
response B-O B-NP_NP_NN
" " B-O O-NP
to B-O B-PP_TO
gamma B-O B-NP_NN
interferon B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
is B-O B-VP_VBZ
impaired B-O B-ADJP_JJ
in B-O B-PP_IN
mononuclear B-O B-NP_NP_JJ
phagocytes B-O B-NNS
" " B-O O-NP
infected B-O B-VP_VBN
with B-O B-NP_PP_IN
" " B-O B-NP_O-VP
" " B-O O-NP
" " B-O O-PP
" " B-O O-ADJP
" " B-O O-VP
" " B-O O-S
, B-O B-COMMA
and B-O B-CC
the B-O B-S_NP_NP_DT
mechanisms B-O B-NNS
" " B-O O-NP
involved B-O B-VP_VBN
" " B-O B-NP_O-VP
" " B-O O-NP
are B-O B-VP_VBP
not B-O B-RB
fully B-O B-ADVP_RB
" " B-O O-ADVP
understood B-O B-VP_VBN
" " B-O B-NP_O-VP
" " B-O O-VP
" " B-O O-S
. B-O B-PERIOD
" " B-O O-S
" " B-O O-S
  
The B-O B-S_NP_NP_DT
changes B-O B-NNS
" " B-O O-NP
in B-O B-PP_IN
gene B-O B-NP_NN
expression B-O B-NN
" " B-O O-NP
" " B-O O-PP
brought B-O B-VP_VBN
about B-O B-NP_PRT_RP
" " B-O O-PRT
by B-O B-PP_IN
gamma B-O B-NP_NN
interferon B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-NP
are B-O B-VP_VBP
thought B-O B-VP_VBN
to B-O B-S_NP_VP_TO
involve B-O B-VP_VB
transient B-O B-NP_NP_JJ
increases B-O B-NNS
" " B-O O-NP
in B-O B-PP_IN
" " B-O B-NP_NP_PP_O-PP
" " B-O O-NP
" " B-O O-VP
" " B-O O-VP
" " B-O O-S
" " B-O O-VP
, B-O B-COMMA
leading B-O B-S_NP_VP_VBG
to B-O B-PP_TO
tyrosine B-O B-NP_NP_NN
phosphorylation B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
the B-O B-NP_DT
transcription B-O B-NP_NN
factor B-O B-NN
Stat1 B-O B-NN
" " B-O O-NP
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-S
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
  
To B-O B-S_S_NP_VP_TO
investigate B-O B-VP_VB
the B-O B-NP_NP_DT
mechanisms B-O B-NNS
" " B-O O-NP
accounting B-O B-VP_VBG
for B-O B-PP_IN
the B-O B-NP_NP_DT
impaired B-O B-JJ
responses B-O B-NNS
" " B-O O-NP
to B-O B-PP_TO
" " B-O B-NP_O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-NP
" " B-O O-VP
" " B-O O-VP
" " B-O O-S
, B-O B-COMMA
a B-O B-S_NP_NP_DT
model B-O B-JJ
system B-O B-NN
" " B-O O-NP
for B-O B-PP_IN
examining B-O B-S_NP_VP_VBG
overall B-O B-NP_NP_NP_JJ
changes B-O B-NNS
" " B-O O-NP
in B-O B-PP_IN
" " B-O B-NP_O-NP
, B-O B-COMMA
activation B-O B-NP_NP_NN
" " B-O O-NP
of B-O B-PP_IN
" " B-O B-NP_O-NP
and B-O B-CC
phosphorylation B-O B-NP_NP_NN
" " B-O O-NP
of B-O B-PP_IN
" " B-O B-NP_O-NP
" " B-O O-NP
" " B-O O-VP
" " B-O O-S
" " B-O O-PP
" " B-O O-NP
was B-O B-VP_VBD
developed B-O B-VP_VBN
in B-O B-NP_PP_IN
phorbol B-O B-NP_NN
12-myristate B-O B-NN
13-acetate-differentiated B-O B-JJ
U-937 B-O B-NN
cells B-O B-NNS
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-VP
" " B-O O-S
. B-O B-PERIOD
" " B-O O-S
  
Analysis B-O B-S_NP_NP_NN
" " B-O O-NP
of B-O B-PP_IN
whole-cell B-O B-NP_JJ
lysates B-O B-NNS
" " B-O O-NP
" " B-O O-PP
by B-O B-PP_IN
antiphosphotyrosine B-O B-NP_NN
immunoblotting B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
showed B-O B-VP_VBD
that B-O B-SBAR_IN
incubation B-O B-S_NP_NP_NN
" " B-O O-NP
with B-O B-PP_IN
gamma B-O B-NP_NN
interferon B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
brought B-O B-VP_VBD
about B-O B-ADVP_RP
" " B-O O-ADVP
specific B-O B-NP_NP_JJ
increases B-O B-NNS
" " B-O O-NP
in B-O B-PP_IN
phosphotyrosine B-O B-NP_NP_NN
labeling B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
" " B-O B-NP_O-NP
" " B-O O-PP
" " B-O O-NP
" " B-O O-VP
" " B-O O-S
" " B-O O-SBAR
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
  
Increased B-O B-S_NP_NP_VBN
labeling B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
these B-O B-NP_DT
proteins B-O B-NNS
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
occurred B-O B-VP_VBD
to B-O B-PP_TO
similar B-O B-NP_JJ
extents B-O B-NNS
" " B-O O-NP
" " B-O O-PP
in B-O B-PP_PP_IN
control B-O B-NP_JJ
cells B-O B-NNS
" " B-O O-NP
" " B-O O-PP
and B-O B-CC
in B-O B-PP_IN
cells B-O B-NP_NP_NNS
" " B-O O-NP
that B-O B-SBAR_WHNP_WDT
" " B-O O-WHNP
had B-O B-S_NP_VP_VBD
been B-O B-VP_VBN
" " B-O B-VP_O-VP
" " B-O O-S
" " B-O O-SBAR
" " B-O O-NP
" " B-O O-PP
" " B-O O-PP
" " B-O O-VP
. B-O B-PERIOD
" " B-O O-S
  
Jak1 B-O B-S_S_NP_NP_NN
" " B-O O-NP
, B-O B-COMMA
Jak2 B-O B-NP_NN
" " B-O O-NP
, B-O B-COMMA
and B-O B-CC
Stat1 B-O B-NP_NN
" " B-O O-NP
" " B-O O-NP
were B-O B-VP_VBD
immunoprecipitated B-O B-VP_VBN
from B-O B-NP_PP_IN
control B-O B-NP_NP_JJ
" " B-O B-NP_O-NP
and B-O B-CC
interferon-treated B-O B-NP_JJ
cells B-O B-NNS
" " B-O O-NP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-VP
" " B-O O-S
, B-O B-COMMA
and B-O B-CC
tyrosine B-O B-S_NP_NP_NN
phosphorylation B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
these B-O B-NP_DT
proteins B-O B-NNS
" " B-O O-NP
" " B-O O-PP
, B-O B-COMMA
detected B-O B-VP_VBN
by B-O B-NP_PP_IN
antiphosphotyrosine B-O B-NP_NN
immunoblotting B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-NP
was B-O B-VP_VBD
used B-O B-VP_VBN
" " B-O B-NP_O-VP
to B-O B-S_NP_VP_TO
measured B-O B-VP_VBN
their B-O B-NP_PRPP
activation B-O B-NN
" " B-O O-NP
" " B-O O-VP
" " B-O O-VP
" " B-O O-S
" " B-O O-VP
" " B-O O-S
. B-O B-PERIOD
" " B-O O-S
  
Tyrosine B-O B-S_NP_NP_NN
phosphorylation B-O B-NN
" " B-O O-NP
of B-O B-PP_IN
Jak1 B-O B-NP_NP_NN
" " B-O O-NP
, B-O B-COMMA
Jak2 B-O B-NP_NN
" " B-O O-NP
, B-O B-COMMA
and B-O B-CC
Stat1 B-O B-NP_NN
" " B-O O-NP
" " B-O O-NP
" " B-O O-PP
" " B-O O-NP
increased B-O B-VP_VBD
markedly B-O B-ADVP_RB
" " B-O O-ADVP
, B-O B-COMMA
in B-O B-PP_IN
a B-O B-NP_DT
dose-dependent B-O B-JJ
manner B-O B-NN
" " B-O O-NP
" " B-O O-PP
, B-O B-COMMA
in B-O B-PP_IN
U-937 B-O B-NP_NP_NN
cells B-O B-NNS
" " B-O O-NP
incubated B-O B-VP_VBN
with B-O B-NP_PP_IN
gamma B-O B-NP_NN
interferon B-O B-NN
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
" " B-O O-NP
" " B-O O-PP
" " B-O O-VP
. B-O B-PERIOD
